gene,H2O_30m_A,H2O_30m_B,H2O_30m_C,PNA79_30m_A,PNA79_30m_B,PNA79_30m_C,PNAscr_30m_A,PNAscr_30m_B,PNAscr_30m_C,H2O_16h_A,H2O_16h_B,H2O_16h_C,PNA79_16h_A,PNA79_16h_B,PNA79_16h_C,PNAscr_16h_A,PNAscr_16h_B,PNAscr_16h_C
cds-C4N14_05610,400,403,407,384,585,444,597,341,432,787,704,785,982,1078,684,462,514,657
cds-C4N14_05615,27,21,27,14,23,14,25,7,17,41,29,41,48,26,30,30,38,33
cds-C4N14_05620,185,206,143,123,235,125,170,103,128,813,674,789,428,594,385,310,304,297
cds-C4N14_05625,176,170,114,76,214,99,149,101,63,1175,753,906,556,835,506,295,292,295
cds-C4N14_05630,116,170,130,95,188,85,155,105,122,373,313,376,443,637,383,215,234,237
cds-C4N14_05635,265,271,232,320,278,289,495,253,333,225,198,289,438,414,221,244,230,236
cds-C4N14_05640,34,44,43,16,27,18,29,20,24,71,57,72,93,101,46,44,53,64
cds-C4N14_05645,2,11,10,10,20,7,10,5,0,14,13,21,18,21,15,10,22,8
cds-C4N14_05650,86,88,94,61,109,99,141,76,94,135,110,152,145,224,127,97,120,121
cds-C4N14_05660,17,7,11,12,19,10,29,9,16,8,16,12,10,17,24,9,8,11
cds-C4N14_05665,44,45,39,20,51,38,63,25,48,25,26,30,61,100,55,72,57,75
cds-C4N14_05670,14,12,30,12,25,36,44,14,28,19,17,24,18,21,17,26,15,23
cds-C4N14_05675,29,46,33,48,58,49,61,32,54,45,35,67,71,49,57,58,55,48
cds-C4N14_05680,29,37,30,31,44,33,42,39,33,99,74,109,86,70,67,58,68,71
cds-C4N14_05685,42,49,37,32,64,50,61,41,56,78,74,106,120,117,110,94,80,79
cds-C4N14_05690,2361,2492,2284,1378,2967,1679,2411,1399,2152,3227,3287,4615,8826,8981,5738,3761,4939,4668
cds-C4N14_05695,518,474,324,295,593,258,497,217,256,909,898,1172,2183,2614,1826,832,837,753
cds-C4N14_05700,425,384,292,164,484,153,297,196,126,1297,1600,2236,1950,2778,1919,927,1085,874
cds-C4N14_05705,475,456,343,195,517,141,255,218,175,3139,2891,3686,3086,4664,2890,1211,1480,1046
cds-C4N14_05710,576,540,528,713,730,587,954,515,680,3706,4269,5549,2956,4305,2981,1462,1738,1494
cds-C4N14_05715,475,757,612,314,686,429,585,369,476,6870,5484,7459,4380,6222,3808,1693,1838,1922
cds-C4N14_05720,809,1616,1433,751,1508,742,1325,730,951,1452,2153,2586,3342,5746,3834,1713,1927,2191
cds-C4N14_05725,76,71,56,75,63,71,120,59,78,52,52,86,104,145,66,63,45,54
cds-C4N14_05730,47,44,44,69,59,59,79,50,72,59,58,73,83,84,60,63,56,49
cds-C4N14_05735,172,222,188,171,224,162,297,150,168,773,560,618,413,444,315,258,311,234
cds-C4N14_05740,40,31,47,26,53,26,38,24,18,288,200,280,206,241,160,77,76,61
cds-C4N14_05745,322,473,330,240,458,318,426,269,286,1325,1009,1187,828,1166,690,497,440,431
cds-C4N14_05750,804,1932,1599,1211,2093,1196,2110,1218,1680,225,336,449,421,959,477,660,779,767
cds-C4N14_05755,1167,2254,1991,1756,2505,1762,2848,1658,2159,1900,1727,2304,1986,2622,1489,1861,2022,2051
cds-C4N14_05760,255,499,386,246,516,247,444,294,365,620,633,782,682,965,630,567,686,507
cds-C4N14_05765,343,790,528,356,823,327,648,394,333,615,479,773,618,827,527,622,728,566
cds-C4N14_05770,276,552,424,201,502,315,441,271,331,203,198,379,339,359,275,375,496,401
cds-C4N14_05775,543,642,555,826,839,815,1106,646,746,1572,1194,1554,986,1235,735,988,1050,1044
cds-C4N14_05780,2251,3481,3130,1489,3935,1844,2870,1713,2020,5396,3882,4932,11190,11595,6195,4604,5042,4901
cds-C4N14_05785,100,162,139,74,144,96,147,104,104,429,337,408,387,527,296,234,231,197
cds-C4N14_05790,521,471,476,759,782,710,1116,546,846,1619,1448,1764,1138,1437,762,796,799,757
cds-C4N14_05795,79,116,93,78,157,84,116,106,87,603,447,559,362,466,301,206,217,166
cds-C4N14_05800,736,785,541,390,952,403,815,431,333,1291,934,1129,1674,2551,1324,803,804,780
cds-C4N14_05805,3193,2996,2149,1603,4091,2079,2988,1969,2073,7998,5645,7612,18489,22633,12857,5550,5931,6225
cds-C4N14_05810,238,236,235,327,291,256,420,234,286,466,420,535,438,484,329,324,356,367
cds-C4N14_05815,108,233,142,82,182,113,179,108,114,130,128,178,197,388,179,163,149,182
cds-C4N14_05820,3681,5242,3805,2437,5771,2961,3802,2519,2869,1820,1405,2100,1137,1313,814,1232,1296,1419
cds-C4N14_05825,155,201,134,85,197,86,162,91,108,328,251,391,311,311,183,374,402,353
cds-C4N14_05830,135,189,167,108,256,134,218,132,136,211,218,268,257,287,214,242,245,261
cds-C4N14_05835,269,362,352,364,400,288,469,260,331,157,211,252,277,272,194,265,284,317
cds-C4N14_05840,369,378,381,654,603,606,911,521,628,280,373,482,966,1175,707,550,614,654
cds-C4N14_05845,36,35,21,19,43,35,32,23,25,30,57,55,65,97,61,54,59,54
cds-C4N14_05850,313,297,262,226,414,244,408,232,300,154,222,267,424,847,427,344,331,419
cds-C4N14_05855,131,137,138,141,180,161,234,138,231,59,64,72,79,135,71,148,175,152
cds-C4N14_05860,723,1002,748,329,1145,635,539,533,438,3325,2130,3073,2335,2629,1545,1218,1275,1319
cds-C4N14_05865,28599,40756,38710,29583,51265,29197,51310,25549,41061,31668,39260,53715,53834,58598,33794,38222,37586,39573
cds-C4N14_05870,3596,4913,3496,1977,5433,1964,3347,2388,2311,5430,3763,4704,3911,8415,5009,2832,2614,3040
cds-C4N14_05875,1580,2401,1638,1202,2700,1290,2255,1272,1437,1965,1909,2353,2052,3717,2079,1353,1357,1452
cds-C4N14_05880,1358,1913,1507,1003,2280,1018,1844,1142,1320,1558,1035,1371,1357,2197,1233,1273,1067,1255
cds-C4N14_05885,496,483,552,1112,941,1015,1576,834,1002,168,264,255,194,224,164,453,356,516
cds-C4N14_05890,97,107,97,56,116,34,107,50,53,268,178,197,257,337,193,133,138,128
cds-C4N14_05900,130,127,129,116,168,77,163,75,72,510,384,610,348,365,215,274,330,228
cds-C4N14_05905,39,81,55,39,74,26,52,49,30,344,234,323,194,226,138,128,141,105
cds-C4N14_05910,65,42,53,38,79,32,65,51,37,392,232,382,193,180,155,139,122,110
cds-C4N14_05915,197,150,187,201,216,213,324,169,198,261,197,289,143,176,120,156,141,131
cds-C4N14_05920,31,34,21,33,34,32,44,26,33,297,200,258,130,124,113,116,90,70
cds-C4N14_05925,158,148,143,272,251,302,349,187,240,832,715,983,2008,1726,1184,509,589,431
cds-C4N14_05930,42,58,49,33,68,45,79,53,38,444,350,454,1350,1239,684,213,242,185
cds-C4N14_05935,50,65,49,30,43,47,69,43,51,338,219,337,408,432,336,153,150,132
cds-C4N14_05940,28,32,17,25,40,20,35,21,16,162,103,172,446,466,306,108,106,64
cds-C4N14_05945,313,261,434,1059,831,930,1425,846,933,605,543,810,1575,1333,798,582,580,706
cds-C4N14_05950,84,118,92,56,111,63,103,68,87,537,412,596,989,1013,747,225,246,199
cds-C4N14_05955,140,272,174,104,254,178,206,112,150,459,370,544,2172,1715,1117,337,417,456
cds-C4N14_05960,520,1005,860,712,1230,659,1128,646,768,822,630,872,1509,1835,1083,645,585,728
cds-C4N14_05965,13,38,28,15,47,31,23,23,24,330,244,382,701,561,343,145,195,164
cds-C4N14_05970,11,22,7,13,15,13,14,4,4,11,14,21,16,31,22,17,26,25
cds-C4N14_05975,323,536,444,277,627,390,497,370,438,263,286,390,345,310,197,347,398,389
cds-C4N14_05980,695,855,684,599,1000,549,938,551,580,6371,3678,4563,3088,3111,1780,2007,1942,1569
cds-C4N14_05985,128,212,168,114,211,103,343,113,83,2542,1650,2190,779,1137,600,561,687,476
cds-C4N14_05990,253,495,451,216,565,253,412,328,313,656,525,644,443,564,354,346,373,363
cds-C4N14_05995,237,332,294,221,415,222,368,192,259,838,692,859,735,858,541,483,585,528
cds-C4N14_06000,93,136,109,86,172,102,154,84,123,533,391,499,359,329,277,224,231,183
cds-C4N14_06005,196,338,262,192,320,251,321,184,216,1338,945,1241,832,1080,642,545,532,510
cds-C4N14_06010,123,147,136,85,181,80,121,79,98,1392,860,1151,949,1114,628,396,421,338
cds-C4N14_06015,97,135,90,47,157,58,105,61,58,904,675,905,854,1019,565,368,346,305
cds-C4N14_06020,280,335,276,152,435,201,343,184,229,715,510,572,707,1097,640,373,365,401
cds-C4N14_06025,219,340,254,227,326,218,321,186,306,240,227,348,333,443,232,261,314,346
cds-C4N14_06030,8080,9744,7475,5133,11021,5637,9189,5864,7384,5511,4479,5934,5248,12380,6846,4613,5110,5967
cds-C4N14_06035,46,123,91,57,173,109,86,95,109,26,24,51,26,29,33,44,31,47
cds-C4N14_06040,470,597,486,277,623,370,483,277,370,1269,1026,1566,1198,1148,813,874,916,1031
cds-C4N14_06045,734,1167,849,548,1158,526,865,596,611,1165,1204,1477,1036,1477,836,900,863,789
cds-C4N14_06050,96,119,83,50,81,40,84,39,56,668,444,556,512,585,364,257,271,240
cds-C4N14_06055,217,199,193,308,377,258,438,262,284,582,497,650,569,738,479,365,398,307
cds-C4N14_06060,244,360,283,166,324,187,256,185,185,1344,1123,1486,1941,2227,1373,673,645,578
cds-C4N14_06065,69,94,94,53,115,62,76,38,37,972,834,1125,1212,1230,821,379,398,324
cds-C4N14_06070,28,29,21,14,39,22,21,15,11,278,204,267,228,278,145,101,77,105
cds-C4N14_06075,252,376,362,215,402,235,356,221,232,1769,1674,2151,3041,3166,2055,1245,1410,1083
cds-C4N14_06080,301,494,390,248,545,346,391,242,356,1641,1437,1920,3336,3439,1984,881,906,780
cds-C4N14_06085,284,273,310,364,391,367,510,310,396,189,201,216,393,490,296,226,237,261
cds-C4N14_06090,404,849,685,519,825,501,900,480,647,1568,1380,1914,2512,2767,1713,750,836,769
cds-C4N14_06095,42,66,44,28,55,50,52,31,38,312,263,373,456,525,331,131,169,115
cds-C4N14_06100,37,80,45,30,69,29,56,42,42,309,309,377,461,531,346,115,137,123
cds-C4N14_06105,254,367,266,210,413,221,327,189,222,1126,1043,1408,1953,2473,1590,543,663,544
cds-C4N14_06110,289,548,453,300,556,340,511,316,385,416,415,500,909,1084,707,282,272,303
cds-C4N14_06115,116,175,115,81,211,106,144,84,108,623,583,827,1430,1711,986,327,410,336
cds-C4N14_06120,86,129,116,94,161,91,152,81,79,517,397,612,1319,1564,916,252,282,276
cds-C4N14_06125,29,72,53,28,68,41,65,35,51,84,78,109,628,835,468,131,151,149
cds-C4N14_06130,255,390,306,237,449,256,441,236,256,808,646,904,518,575,349,461,380,423
cds-C4N14_06135,54,70,76,38,118,56,79,53,37,48,54,63,42,60,33,60,68,85
cds-C4N14_06140,176,175,164,231,257,193,374,189,255,188,151,215,116,94,67,171,176,200
cds-C4N14_06145,54,73,61,55,83,52,71,51,56,100,65,86,78,52,49,73,81,48
cds-C4N14_06150,127,114,106,291,218,252,413,228,263,54,48,70,50,38,25,90,76,88
cds-C4N14_06155,152,237,167,78,253,141,159,127,150,303,226,239,253,270,184,203,212,222
cds-C4N14_06160,213,348,269,161,325,238,311,189,306,249,143,216,130,189,127,151,139,107
cds-C4N14_06165,1091,1072,842,618,1177,746,1152,600,1012,4710,3739,4989,2329,2047,1274,2363,2572,2205
cds-C4N14_06170,44,90,51,32,77,36,61,34,30,697,548,661,578,466,242,346,326,280
cds-C4N14_06175,215,333,225,228,389,256,322,174,234,4616,3167,3922,2875,2295,1281,1591,1625,1385
cds-C4N14_06180,33,48,44,29,41,28,36,15,21,356,276,313,151,136,94,143,158,148
cds-C4N14_06185,107,115,112,119,179,122,180,120,151,706,537,789,397,304,178,415,417,330
cds-C4N14_06190,246,180,180,164,161,142,247,142,191,150,211,265,180,259,160,153,156,146
cds-C4N14_06195,120,66,99,145,177,166,210,146,182,263,256,307,431,436,235,206,233,235
cds-fspC2,473,1614,1456,1230,1500,1060,2002,1038,1857,28,129,133,12,31,23,301,324,412
cds-C4N14_06200,57,55,45,34,88,50,63,55,54,141,116,135,106,162,84,105,90,93
cds-C4N14_06205,31,61,44,39,50,44,65,46,55,77,98,90,111,115,79,73,80,64
cds-C4N14_06210,49,102,80,49,71,28,73,43,67,198,191,264,349,336,197,178,180,184
cds-C4N14_06215,31,57,16,15,64,44,42,15,29,145,89,130,80,109,68,56,55,25
cds-C4N14_06220,176,136,173,256,184,239,326,141,213,120,103,137,83,88,80,103,73,108
cds-C4N14_06225,40,36,30,44,55,38,43,33,22,152,81,124,75,73,53,36,45,47
cds-C4N14_06230,69,72,78,112,96,103,188,93,126,90,101,108,75,116,70,86,108,97
cds-C4N14_06235,3,8,13,10,10,3,10,3,5,33,27,19,20,49,15,19,9,13
cds-C4N14_06240,185,157,197,249,219,197,375,166,176,52,96,89,65,92,89,113,74,119
cds-C4N14_06245,8,11,6,10,14,10,17,4,6,19,17,39,21,32,27,23,14,36
cds-C4N14_06250,8,9,5,3,7,3,10,7,8,3,11,8,12,12,7,7,3,9
cds-C4N14_06255,1498,1875,2010,1512,1559,1268,2361,1085,2062,106,492,697,129,144,126,701,596,731
cds-C4N14_06260,761,782,651,424,977,514,843,469,591,4404,2948,3698,3134,3945,2198,1911,1812,1696
cds-C4N14_06265,231,300,211,223,389,228,357,213,226,5823,3687,4743,2269,3055,1839,1217,1252,1100
cds-C4N14_06270,1265,1618,1386,1014,1880,1154,1788,1072,1215,21654,13951,16738,8415,13640,7786,5502,5555,6068
cds-C4N14_06275,320,375,270,176,393,200,282,233,219,2187,1496,1853,1146,1031,557,553,549,514
cds-C4N14_06280,490,529,448,667,790,646,1051,635,582,1280,972,1167,554,578,357,559,576,582
cds-C4N14_06285,333,612,561,295,717,334,606,363,501,1263,852,1124,1289,1851,968,774,773,803
cds-C4N14_06290,1055,879,865,990,987,835,1545,815,901,1022,1047,1186,527,674,434,583,662,578
cds-C4N14_06295,976,1501,1223,783,1713,824,1504,940,1061,5275,3892,4914,3670,5358,2821,2160,2248,2335
cds-C4N14_06300,754,817,594,374,938,428,643,404,530,2918,2258,2886,2923,3290,1969,1227,1261,1088
cds-C4N14_06305,430,463,394,230,501,248,404,225,200,2437,1775,2227,1263,1610,932,627,649,639
cds-C4N14_06310,448,718,556,338,770,429,565,385,502,1761,1277,1837,857,1033,666,842,884,801
cds-C4N14_06315,206,280,253,356,385,294,654,278,740,89,357,204,219,275,126,471,399,624
cds-C4N14_06320,624,881,677,427,990,555,771,530,620,399,477,674,1583,1784,1117,1006,981,1146
cds-C4N14_06325,100,190,209,123,231,159,211,103,197,255,248,319,219,287,180,162,181,179
cds-C4N14_06330,9,10,5,7,8,6,13,1,5,27,22,26,27,36,26,11,18,9
cds-C4N14_06340,3,10,7,4,22,10,15,6,7,17,22,22,25,9,12,12,7,6
cds-C4N14_06345,207,316,293,148,355,203,315,209,223,878,731,878,1312,1942,1141,548,663,626
cds-C4N14_06350,9,15,10,6,26,9,12,4,7,68,59,85,49,65,32,25,33,39
cds-C4N14_06355,84,91,92,123,115,127,158,90,146,233,205,258,143,199,142,111,129,82
cds-C4N14_06360,113,196,190,134,194,148,204,127,143,482,526,665,407,543,347,267,303,274
cds-C4N14_06365,210,323,361,241,429,237,373,215,303,1148,966,1287,751,987,641,451,493,455
cds-C4N14_06370,294,444,441,350,577,375,559,375,435,817,665,956,600,658,381,424,460,480
cds-C4N14_06375,58,62,52,30,71,42,54,43,38,325,253,366,179,191,141,102,182,158
cds-C4N14_06380,616,665,649,918,955,759,1260,692,822,1271,1019,1286,816,949,604,742,735,747
cds-C4N14_06385,354,491,425,360,526,430,563,301,521,704,617,792,380,491,297,499,496,467
cds-C4N14_06390,126,170,119,147,192,152,232,154,167,196,197,252,103,116,110,156,149,165
cds-C4N14_06395,246,313,235,146,348,159,282,170,152,294,322,307,221,355,180,203,170,185
cds-C4N14_06400,7656,11362,8897,6117,13412,7134,11243,6906,9325,8374,6765,8932,8071,12425,6712,7223,6442,7594
cds-C4N14_06405,17,23,20,23,27,23,48,17,25,100,53,86,207,156,77,63,81,60
cds-C4N14_06410,49,68,59,25,76,64,96,40,54,52,41,78,151,138,63,74,82,57
cds-C4N14_06415,1,3,3,9,6,10,2,6,4,3,7,5,0,11,2,5,8,3
cds-C4N14_06420,83,96,81,57,121,63,137,67,58,302,224,280,210,256,118,132,164,139
cds-C4N14_06425,1908,2878,2104,1177,3149,1531,2394,1509,1456,2617,2215,3013,6351,6850,4037,3466,3455,3781
cds-C4N14_06430,665,892,537,299,939,339,608,436,290,1186,859,1002,902,1489,803,634,611,607
cds-C4N14_06435,78,156,108,71,157,117,143,91,87,232,161,237,106,111,90,85,117,130
cds-C4N14_06440,430,350,353,415,546,410,609,322,512,262,262,406,886,1052,577,476,533,557
cds-C4N14_06445,478,621,519,401,718,439,713,391,496,482,407,547,497,700,381,309,315,322
cds-C4N14_06450,782,1132,907,623,1341,713,1053,582,755,1635,1090,1462,728,970,525,559,568,650
cds-C4N14_06455,47040,55113,45582,31762,73087,33951,58111,32125,39952,9261,10301,12067,16222,59582,39653,11518,11635,16691
cds-C4N14_06460,70,161,117,92,155,143,174,129,139,299,270,344,216,157,135,150,133,118
cds-C4N14_06465,55,90,49,30,125,53,62,53,38,177,139,159,157,195,104,78,85,77
cds-C4N14_06470,457,739,523,332,840,319,578,396,318,642,511,650,845,1127,673,599,566,502
cds-C4N14_06475,115,169,119,64,140,100,103,69,89,191,191,265,210,253,180,160,154,138
cds-C4N14_06480,381,467,319,206,533,286,387,281,271,556,418,582,854,1181,573,553,523,602
cds-C4N14_06485,93,156,118,36,170,78,101,96,66,53,73,90,170,229,147,83,113,115
cds-C4N14_06490,42,46,25,18,50,25,21,29,19,48,77,108,67,117,54,52,58,70
cds-C4N14_06495,224,279,243,168,281,160,300,157,244,259,320,397,318,473,288,275,300,237
cds-C4N14_06500,616,820,732,386,798,476,698,427,548,833,941,1255,1235,1498,1101,895,986,905
cds-C4N14_06505,99,161,137,56,180,83,125,91,101,569,393,508,366,396,254,297,343,308
cds-C4N14_06510,101,135,142,118,182,138,158,96,138,564,391,499,256,324,197,231,196,222
cds-C4N14_06515,18,24,44,16,39,27,38,14,30,103,140,149,102,114,58,69,63,76
cds-C4N14_06520,48,54,44,20,68,26,61,23,24,311,229,336,214,244,147,148,141,133
cds-C4N14_06525,501,813,646,335,848,440,652,441,532,1240,1033,1314,815,1406,832,777,739,771
cds-C4N14_06530,724,1220,801,486,1343,738,921,679,680,305,281,429,414,591,366,414,471,464
cds-C4N14_06535,268,347,299,214,415,258,395,177,255,1638,1371,1763,1547,1491,941,930,1056,928
cds-C4N14_06540,1081,1273,923,638,1341,882,997,744,1174,1124,1254,1625,3295,4159,2564,1917,2290,2640
cds-C4N14_06545,158,213,156,122,211,198,233,114,175,404,322,425,411,560,278,289,314,419
cds-C4N14_06550,19,14,12,9,25,12,13,12,10,68,59,67,70,49,31,39,36,25
cds-C4N14_06555,624,693,513,308,736,341,559,399,357,1660,898,926,470,1053,583,527,472,486
cds-C4N14_06560,6471,7337,5082,3538,8218,3062,6052,3373,1834,2533,2696,3570,8805,13909,8483,3817,4091,4312
cds-C4N14_06565,704,1018,663,298,1174,502,614,544,321,1604,1762,2261,3298,4243,2255,1009,1187,1228
cds-C4N14_06570,2253,1890,1406,920,2054,944,1633,883,1025,2969,3795,5154,9047,9553,6069,3981,4285,3937
cds-C4N14_06575,30,21,30,25,53,16,42,15,18,83,67,101,109,108,65,58,51,60
cds-C4N14_06580,52,60,39,40,82,76,100,55,69,119,103,154,170,183,77,102,106,148
cds-C4N14_06585,31,40,18,10,39,23,32,13,20,91,73,93,80,80,46,55,51,80
cds-C4N14_06590,14,16,10,33,23,57,34,28,30,25,27,36,23,50,28,37,20,32
cds-C4N14_06595,6,6,11,7,14,12,19,12,7,20,21,31,25,42,22,17,18,26
cds-C4N14_06600,199,156,213,475,269,380,569,267,383,74,106,125,66,114,82,153,139,174
cds-C4N14_06605,9,12,11,16,27,18,35,22,28,15,28,22,28,38,26,14,24,31
cds-C4N14_06610,82,134,88,78,112,82,134,66,88,90,84,108,145,240,136,79,136,110
cds-C4N14_06615,164,367,238,110,329,208,202,183,182,596,528,667,448,717,483,314,335,440
cds-C4N14_06620,130,96,140,260,179,181,315,144,187,195,243,293,143,189,113,113,145,134
cds-C4N14_06625,726,720,707,1089,899,862,1394,797,1036,1873,1390,1678,950,1382,862,848,750,812
cds-C4N14_06630,36,43,45,31,81,45,48,42,64,289,236,298,198,215,138,107,154,152
cds-C4N14_06635,53,81,50,31,100,46,49,31,27,375,341,469,385,405,259,301,299,258
cds-C4N14_06640,389,462,509,469,489,428,721,352,429,1101,879,1155,690,862,497,546,525,492
cds-C4N14_06645,49,58,38,26,73,19,68,30,59,160,174,228,513,697,458,228,314,244
cds-C4N14_06650,282,282,249,234,373,268,369,243,304,630,635,921,897,1073,773,566,622,643
cds-C4N14_06655,26,44,34,40,59,39,61,30,27,111,134,157,150,182,123,156,149,150
cds-C4N14_06660,29,26,18,10,29,22,27,11,28,205,201,293,302,222,189,249,263,225
cds-C4N14_06665,31,33,30,47,51,47,71,46,50,28,39,51,80,114,74,60,49,46
cds-C4N14_06670,9,27,22,17,36,30,32,28,31,24,19,16,70,114,61,32,36,46
cds-C4N14_06675,7,6,3,7,6,12,8,5,3,1,2,13,7,6,19,6,3,10
cds-C4N14_06680,1069,1456,1200,747,1695,912,1201,733,966,419,354,520,359,462,268,309,333,366
cds-C4N14_06685,2291,2371,1954,1290,2380,1252,2198,1184,1805,1913,2065,2932,3638,4763,3401,1597,1761,1750
cds-C4N14_06690,433,574,455,345,605,344,501,332,388,3127,2519,3431,5134,4967,3150,1506,1496,1352
cds-C4N14_06695,370,700,561,320,701,434,638,385,460,1347,1251,1715,772,1219,742,726,769,804
cds-C4N14_06700,136,288,224,120,313,205,279,169,163,564,557,727,292,651,418,252,281,317
cds-C4N14_06705,275,354,256,159,347,121,246,176,142,527,496,611,353,778,433,269,280,279
cds-C4N14_06710,3656,3215,2943,2722,4053,2795,4634,2539,3647,1549,1824,2222,988,1580,1138,1291,1419,1386
cds-C4N14_06715,615,916,596,304,820,380,575,457,295,383,333,455,380,823,593,345,325,307
cds-C4N14_06720,188,248,169,101,271,97,172,137,92,437,500,645,242,356,257,229,213,251
cds-C4N14_06725,3328,4542,3248,2345,5529,2343,4499,2677,2163,5368,4608,5932,8941,17605,9109,4137,4266,4835
cds-C4N14_06730,1191,1444,1554,657,1631,752,1322,776,819,4063,3577,4444,4229,5487,4044,2415,2320,2589
cds-C4N14_06735,26,40,37,41,69,53,61,36,60,55,56,55,54,58,33,46,50,47
cds-C4N14_06740,27,42,23,25,41,31,27,31,50,45,44,71,74,50,52,64,70,81
cds-C4N14_06745,1316,1882,1749,826,1762,1033,1517,796,1153,1399,1737,2569,4951,4362,2990,3865,5783,4260
cds-C4N14_06750,17,35,29,19,47,12,39,20,23,10,13,12,24,36,14,16,26,15
cds-C4N14_06755,858,911,784,821,1345,777,1382,790,831,503,699,915,539,1465,814,844,981,925
cds-C4N14_06760,30478,63201,42971,22053,67314,34838,42817,31024,27139,6222,5287,7786,7651,16332,9664,6170,6972,8330
cds-C4N14_06765,677,1035,742,507,987,565,894,514,496,1641,1323,1937,2156,2190,1324,1351,1334,1225
cds-C4N14_06770,2518,2688,2632,2281,3874,2714,4017,2077,3461,541,760,1077,774,944,641,1075,1072,1500
cds-C4N14_06775,204,314,279,191,359,262,323,208,247,237,219,283,260,282,263,244,202,314
cds-C4N14_06780,120,195,188,165,266,136,252,139,182,395,352,471,424,462,260,261,224,210
cds-C4N14_06785,154,274,258,103,308,149,229,121,130,716,629,810,1809,1943,1117,368,426,386
cds-C4N14_06790,40,66,55,61,80,65,119,69,66,167,186,270,301,370,238,118,128,116
cds-C4N14_06795,109,159,111,81,194,99,137,86,99,767,646,829,1083,1138,662,259,288,264
cds-C4N14_06800,55,64,46,24,59,34,52,34,39,341,289,365,437,425,277,132,128,125
cds-C4N14_06805,53,103,81,133,119,106,190,97,134,412,335,500,730,669,466,205,230,191
cds-C4N14_06810,1556,2389,1913,943,2490,1244,1651,1085,1166,1944,1738,2399,2916,3679,2363,1529,1806,1547
cds-C4N14_06815,311,401,402,393,464,393,564,346,429,803,740,815,687,729,428,418,461,410
cds-C4N14_06820,72,100,69,49,77,48,51,44,52,646,481,554,378,521,244,234,219,246
cds-C4N14_06825,271,492,431,186,455,282,419,198,279,971,738,1007,803,741,466,540,584,498
cds-C4N14_06830,96,119,70,63,151,54,91,75,67,143,90,126,115,98,82,80,94,115
cds-C4N14_06835,68,60,40,42,73,38,51,32,61,196,206,207,98,116,68,143,129,108
cds-C4N14_06840,72,55,67,93,100,56,132,79,118,221,139,165,131,110,88,120,108,107
cds-C4N14_06845,213,184,161,324,371,342,439,236,353,679,640,730,745,604,397,430,452,387
cds-C4N14_06850,133,192,165,120,174,111,168,101,137,565,425,708,368,342,227,339,300,311
cds-C4N14_06855,630,888,711,477,1072,725,816,615,813,1052,885,1167,737,923,527,571,625,1081
cds-C4N14_06860,345,441,379,192,428,188,394,205,232,647,568,796,838,1142,726,533,603,601
cds-C4N14_06865,192,205,172,147,299,185,273,138,203,143,152,216,240,340,152,213,223,260
cds-C4N14_06870,33,43,28,58,65,63,80,50,36,60,59,57,25,52,30,45,44,57
cds-C4N14_06875,11,16,10,10,18,13,15,11,9,33,28,30,32,45,15,22,20,21
cds-C4N14_06880,22,45,28,31,41,32,74,29,41,34,52,64,60,38,34,59,44,50
cds-C4N14_06885,554,822,559,354,882,414,637,395,335,1139,847,1196,1169,1579,874,806,778,824
cds-C4N14_06890,51,86,66,34,95,37,52,36,33,41,48,57,74,134,57,64,47,56
cds-C4N14_06895,8,11,11,4,5,7,11,6,5,25,27,26,31,37,18,23,22,18
cds-C4N14_06900,79,69,109,188,126,125,246,114,188,61,49,53,39,51,19,90,67,82
cds-C4N14_06905,3,9,4,4,5,2,4,4,9,20,25,24,18,25,10,17,17,20
cds-C4N14_06910,59,50,64,51,71,47,73,31,44,35,60,64,55,37,44,48,70,50
cds-C4N14_06915,12,10,9,8,26,14,14,3,19,41,36,34,18,40,22,16,20,14
cds-C4N14_06920,8,8,4,2,5,4,12,8,0,19,7,16,28,17,11,8,8,12
cds-C4N14_06925,5,4,3,3,4,1,7,8,3,11,11,12,10,26,15,8,9,2
cds-C4N14_06930,12,12,8,10,19,13,25,10,9,18,36,53,20,25,20,39,37,30
cds-C4N14_06935,195,202,205,284,370,254,517,267,281,175,209,249,254,252,180,302,274,281
cds-C4N14_06940,111,175,131,100,200,133,192,121,166,147,148,184,139,242,134,180,203,210
cds-C4N14_06945,50,58,40,18,53,23,49,37,41,55,47,80,59,121,65,63,68,97
cds-C4N14_06950,32,39,26,7,33,17,35,17,21,57,36,44,80,90,55,37,42,39
cds-C4N14_06955,43,63,62,33,76,33,57,29,42,185,133,172,129,281,125,91,130,107
cds-C4N14_06960,50,72,62,49,91,69,80,40,56,70,75,108,123,121,74,97,78,133
cds-C4N14_06965,41,46,38,25,58,32,55,32,33,39,38,56,41,39,15,24,27,32
cds-C4N14_06970,89,107,87,36,113,79,80,90,113,147,107,171,141,143,86,147,132,183
cds-C4N14_06975,142,177,145,96,242,96,201,111,138,168,195,233,244,300,147,201,195,237
cds-C4N14_06980,30,57,33,10,38,26,27,28,49,45,32,72,73,69,46,60,50,78
cds-C4N14_06985,12,22,13,17,15,8,23,20,14,39,48,48,42,65,33,36,37,27
cds-C4N14_06990,1,10,4,3,6,13,2,6,5,23,22,28,29,36,15,19,33,15
cds-C4N14_06995,17,17,14,23,27,16,23,19,13,39,53,68,65,71,30,61,68,73
