gene,H2O_30m_A,H2O_30m_B,H2O_30m_C,PNA79_30m_A,PNA79_30m_B,PNA79_30m_C,PNAscr_30m_A,PNAscr_30m_B,PNAscr_30m_C,H2O_16h_A,H2O_16h_B,H2O_16h_C,PNA79_16h_A,PNA79_16h_B,PNA79_16h_C,PNAscr_16h_A,PNAscr_16h_B,PNAscr_16h_C
cds-C4N14_00010,202,181,160,217,248,199,322,177,199,648,483,628,348,422,234,297,277,315
cds-C4N14_00015,229,300,243,126,372,181,290,204,188,256,187,282,273,305,182,220,236,244
cds-C4N14_00020,1798,3871,3153,2263,4154,2646,3791,2357,3617,1094,995,1304,1822,2111,1138,1657,1561,1838
cds-C4N14_00025,8622,12414,9342,6147,13442,6073,10385,6426,6159,12562,8945,11201,22014,27942,15733,8317,8002,7639
cds-C4N14_00030,803,1031,782,508,1103,569,870,665,696,226,248,294,678,1258,727,362,326,490
cds-C4N14_00035,39,58,38,22,48,18,65,41,27,45,37,50,61,154,106,56,53,70
cds-C4N14_00040,36,27,38,32,28,23,42,23,22,26,46,67,30,84,19,29,45,52
cds-C4N14_00045,29,53,33,63,74,130,77,58,50,64,79,112,68,125,62,59,65,67
cds-C4N14_00050,64,118,90,58,140,71,90,55,98,348,377,468,338,465,297,243,248,256
cds-C4N14_00055,75,100,60,65,80,61,80,39,54,398,276,396,452,498,345,256,246,235
cds-C4N14_00060,104,257,250,147,236,171,213,144,177,1123,861,1067,981,1033,620,505,551,475
cds-C4N14_00065,69,92,70,60,108,42,73,54,47,520,427,552,570,622,369,234,259,196
cds-C4N14_00070,545,948,661,375,843,373,654,468,404,1461,1127,1513,1467,2073,1168,684,765,808
cds-C4N14_00075,54,58,57,33,67,41,72,26,24,90,103,108,86,82,43,76,62,52
cds-C4N14_00085,315,271,270,532,402,473,580,321,380,112,141,115,113,92,69,190,167,188
cds-C4N14_00090,44,50,36,48,87,65,81,54,59,106,58,84,73,96,72,69,50,63
cds-C4N14_00095,13,17,8,10,20,8,22,4,6,7,5,6,15,18,7,10,10,6
cds-C4N14_00100,411,392,449,688,643,574,1015,541,656,186,261,294,316,605,367,340,411,405
cds-C4N14_00105,89,143,111,53,147,98,122,112,94,364,188,244,287,325,193,122,142,162
cds-C4N14_00110,417,476,409,264,520,308,542,296,385,2709,2319,2844,1484,1868,1103,899,932,840
cds-C4N14_00115,18,40,21,30,38,14,18,24,6,313,221,293,128,137,106,67,77,37
cds-C4N14_00120,111,91,106,147,145,134,201,103,154,684,405,549,281,343,228,182,174,198
cds-C4N14_00125,421,499,454,272,651,323,463,264,340,2015,1467,1879,3222,3210,1815,1228,1205,1009
cds-C4N14_00130,196,217,218,417,381,397,520,283,409,157,167,220,269,257,148,224,202,214
cds-C4N14_00135,48,30,25,50,35,39,47,32,33,38,38,70,27,23,11,30,25,35
cds-C4N14_00140,423,397,427,1181,931,900,1395,847,988,160,278,247,294,328,192,408,379,455
cds-C4N14_00145,101,129,104,116,157,128,192,97,79,121,106,163,170,202,143,111,111,145
cds-C4N14_00150,78,122,105,124,149,107,207,101,86,461,316,325,389,492,303,197,182,187
cds-C4N14_00155,218,230,329,1571,973,1313,2092,1199,1562,148,239,252,165,237,145,528,381,610
cds-C4N14_00160,99,181,142,118,215,141,207,124,143,224,191,246,420,642,299,203,200,212
cds-C4N14_00165,731,880,747,796,1022,749,1203,567,885,13031,6444,8379,1995,1922,1116,1737,1787,1460
cds-C4N14_00170,18,20,13,10,16,9,18,12,11,531,310,411,136,113,86,105,123,82
cds-C4N14_00175,39,35,31,20,39,31,47,21,21,537,339,414,83,102,81,114,135,117
cds-C4N14_00180,27,52,35,20,45,35,40,21,22,336,226,351,63,55,59,101,108,86
cds-C4N14_00185,115,118,88,103,163,104,189,90,69,56,51,59,116,236,113,74,83,55
cds-C4N14_00190,531,763,628,464,913,609,803,536,739,768,607,732,780,1134,612,666,656,857
cds-C4N14_00195,41,54,40,25,57,30,42,44,31,330,187,232,103,85,83,53,45,47
cds-C4N14_00200,46,78,62,63,72,39,88,46,50,1022,564,741,315,341,224,147,148,117
cds-C4N14_00205,41,59,65,25,83,47,58,36,35,665,427,485,114,235,103,105,85,101
cds-C4N14_00210,140,192,164,124,193,129,237,101,149,1058,672,801,273,352,254,192,213,210
cds-C4N14_00215,166,149,131,157,198,143,194,122,159,1137,654,873,326,384,230,234,204,211
cds-C4N14_00220,771,582,766,1332,1003,1076,1747,921,1151,112,282,244,106,125,100,387,321,438
cds-C4N14_00225,556,760,511,309,903,652,442,463,529,228,216,320,568,534,290,361,358,442
cds-C4N14_00230,67,62,70,140,133,112,165,105,114,378,282,337,165,180,131,176,143,152
cds-C4N14_00235,918,740,902,1466,1171,1251,1994,993,1298,1070,1082,1206,659,712,434,641,532,702
cds-C4N14_00240,154,126,146,146,190,145,240,143,192,342,262,366,264,282,186,150,182,201
cds-C4N14_00245,70,113,92,126,120,108,156,81,126,399,248,256,198,214,126,118,131,157
cds-C4N14_00250,8,38,30,29,51,24,30,13,20,174,122,166,118,128,86,41,41,51
cds-C4N14_00255,246,265,235,232,311,290,329,209,341,938,542,729,657,746,404,298,289,288
cds-C4N14_00260,119,184,138,119,202,134,235,101,171,155,167,169,315,417,263,149,136,151
cds-C4N14_00265,397,624,481,560,739,456,910,431,634,1438,1171,1341,1371,1378,881,754,659,598
cds-C4N14_00270,989,1303,1117,1125,1465,1086,1800,1010,1149,1331,1113,1436,1254,1788,1004,1102,1045,1154
cds-C4N14_00275,340,443,375,244,447,341,403,289,352,1228,934,1200,1036,747,576,739,833,907
cds-C4N14_00280,714,1197,868,574,1198,712,1069,614,710,1709,1452,1977,1718,2629,1523,1168,1130,1291
cds-C4N14_00285,480,747,598,541,907,553,888,524,666,117,170,204,280,620,373,183,228,274
cds-C4N14_00290,44,63,38,31,59,37,54,45,26,28,29,61,43,69,43,32,17,35
cds-C4N14_00295,250,175,259,530,438,477,734,394,485,112,204,188,149,222,154,207,163,236
cds-C4N14_00300,599,747,540,369,782,462,688,397,365,187,249,354,279,533,318,221,209,247
cds-C4N14_00305,2552,2622,2989,3628,3362,3117,4772,2619,3377,2542,2502,2916,1505,2394,1403,1634,1454,1692
cds-C4N14_00310,4060,3984,3030,1988,5241,1853,3621,2296,1998,25572,21296,25622,18474,27087,14921,7328,7487,7065
cds-C4N14_00315,901,878,731,523,1070,579,775,469,608,13983,12940,16338,9736,14509,8457,3804,4378,4052
cds-C4N14_00320,378,304,244,117,413,128,244,153,110,2841,3165,3808,2975,4140,2529,1188,1287,1188
cds-C4N14_00325,1905,1689,1696,945,2048,1183,1404,882,1108,5870,5078,7158,6367,7930,5396,3363,3790,3305
cds-C4N14_00330,99,183,129,100,225,130,192,104,157,166,145,212,122,177,97,114,122,124
cds-C4N14_00335,281,393,268,181,386,189,362,191,216,1185,897,1092,1816,2233,1246,711,697,698
cds-C4N14_00340,346,375,339,478,650,486,749,410,576,1281,1035,1382,1812,1666,1041,969,1023,1148
cds-C4N14_00345,220,230,162,145,247,156,239,114,173,531,414,516,1186,1359,616,435,490,361
cds-C4N14_00350,74,47,40,41,81,30,49,42,29,105,102,146,116,154,80,72,83,81
cds-C4N14_00355,65,89,60,42,104,62,97,34,38,109,97,150,171,160,132,126,112,132
cds-C4N14_00360,530,732,618,550,865,601,854,572,768,851,700,900,669,872,603,643,623,616
cds-C4N14_00365,637,1036,848,443,1082,584,856,508,591,926,930,1110,669,1119,715,686,739,758
cds-C4N14_00370,128,136,146,91,182,108,148,58,117,293,255,293,241,293,163,182,171,204
cds-C4N14_00375,657,710,623,941,1035,860,1260,712,909,1164,865,1039,762,1056,582,655,586,702
cds-C4N14_00380,75,115,85,69,106,82,97,58,85,71,80,123,35,61,37,80,76,77
cds-C4N14_00440,46,79,68,29,87,42,55,43,56,185,143,228,446,510,364,131,128,100
cds-C4N14_00445,260,396,300,216,446,251,427,213,332,628,613,756,1076,1004,603,442,483,367
cds-C4N14_00450,132,183,138,96,172,100,206,105,122,1887,1122,1581,1703,1626,945,445,463,357
cds-C4N14_00455,190,160,184,303,237,222,407,163,257,474,336,382,439,436,231,197,169,144
cds-C4N14_00460,511,445,478,694,575,538,947,458,592,2573,1853,2499,2978,2916,1862,865,911,835
cds-C4N14_00465,74,82,73,44,110,42,85,51,69,889,702,1019,1671,1332,881,384,356,370
cds-C4N14_00470,245,222,234,260,274,258,381,190,287,929,746,926,512,559,401,359,394,341
cds-C4N14_00475,47,55,46,59,66,47,82,29,62,92,90,100,120,162,139,80,70,94
cds-C4N14_00480,7,0,4,8,14,4,8,4,6,10,1,12,21,15,10,9,6,5
cds-C4N14_00485,14,18,7,12,25,15,23,15,20,15,18,18,19,35,16,26,27,11
cds-C4N14_00490,24,22,24,46,48,58,67,43,45,52,48,56,89,51,60,50,70,48
cds-C4N14_00495,242,216,267,753,596,690,1063,627,743,45,110,85,132,206,91,263,276,289
cds-C4N14_00500,47,90,71,32,75,75,55,40,41,22,33,60,50,84,39,59,39,52
cds-C4N14_00505,1892,3964,2783,1745,4031,1865,3367,1920,1779,2028,1927,2733,3353,4864,2836,2605,2787,2654
cds-C4N14_00510,77,85,71,53,89,71,87,39,57,110,129,147,189,309,191,159,136,140
cds-C4N14_00515,579,616,563,630,789,596,895,513,608,1816,1761,2217,3538,5734,3464,1620,1823,1654
cds-C4N14_00520,50,65,45,22,56,40,71,46,65,549,421,575,871,900,489,274,278,271
cds-C4N14_00525,34,35,32,29,44,19,69,30,33,673,467,705,615,693,407,259,273,320
cds-C4N14_00530,23,32,23,18,25,21,38,18,36,512,464,681,871,1052,582,271,287,271
cds-C4N14_00535,134,100,108,98,159,89,180,102,130,1352,1252,1496,1283,1680,870,691,666,652
cds-C4N14_00540,294,308,282,276,463,341,468,328,439,1974,1886,2510,2612,2927,1708,1529,1740,1716
cds-C4N14_00545,65,55,50,39,67,29,64,45,42,141,131,166,978,1021,579,208,282,239
cds-C4N14_00550,62,84,84,67,90,47,92,28,66,26,32,34,82,92,65,47,52,40
cds-C4N14_00555,23,30,25,15,38,32,49,20,23,41,37,47,105,115,78,50,59,70
cds-C4N14_00560,244,414,334,169,405,170,348,209,211,274,272,378,853,1272,685,325,352,364
cds-C4N14_00565,277,317,220,168,357,165,275,181,214,624,506,687,944,1024,573,400,441,497
cds-C4N14_00570,38,64,64,45,56,38,72,44,26,99,93,106,140,146,112,55,62,61
cds-C4N14_00575,99,112,99,99,126,93,132,93,90,307,321,449,331,509,265,142,177,171
cds-C4N14_00580,216,239,205,218,300,216,373,210,301,190,522,467,153,274,146,256,276,295
cds-C4N14_00585,353,588,460,291,713,431,454,354,455,1983,1440,1955,1905,2217,1358,765,836,927
cds-C4N14_00590,147,176,124,109,154,130,198,92,110,563,506,625,323,359,239,258,340,266
cds-C4N14_00595,71,79,90,53,76,59,63,37,44,237,176,229,140,205,130,69,79,98
cds-C4N14_00600,48,56,38,29,62,26,65,45,44,322,240,317,184,190,126,96,123,84
cds-C4N14_00605,121,110,130,83,137,116,117,75,100,406,289,469,440,412,309,256,305,239
cds-C4N14_00610,274,284,242,192,348,181,339,162,186,504,410,501,872,989,581,367,426,352
cds-C4N14_00615,40,41,33,44,38,43,48,34,45,81,60,79,68,71,46,68,48,43
cds-C4N14_00620,45,60,53,39,55,46,83,39,33,222,159,265,160,192,187,153,169,112
cds-C4N14_00625,56,27,48,67,71,49,78,51,58,82,75,101,74,83,71,58,52,29
cds-C4N14_00630,112,139,137,113,161,109,174,107,121,409,793,351,545,745,454,283,296,242
cds-C4N14_00635,2055,3996,3037,1627,4238,2680,2869,2248,3139,2163,2047,2701,2301,2896,1880,1801,1918,2151
cds-fscp1,4238,15843,15998,9137,13054,8048,15349,7470,13561,487,828,1229,1105,1487,1208,1662,1786,2064
cds-C4N14_00640,3057,4457,2955,1435,4454,1373,2686,1921,1528,3537,2722,3412,4994,7096,4466,2240,2264,1961
cds-C4N14_00645,121,140,90,27,177,51,72,57,26,1042,588,819,609,648,454,221,230,169
cds-C4N14_00650,214,267,194,139,282,133,236,151,136,1351,1193,1458,663,879,538,425,426,400
cds-C4N14_00655,462,488,337,204,507,203,377,226,201,2338,1785,2414,1275,1547,1044,725,738,663
cds-C4N14_00660,672,579,457,306,639,337,581,319,370,2346,2363,3193,5135,5722,3593,1678,1918,1968
cds-C4N14_00665,2699,2618,1881,1198,2747,1057,1845,1125,1093,3213,3556,4745,8513,12736,7139,2834,3294,2969
cds-C4N14_00670,132,166,186,203,216,136,258,141,191,1871,1485,1826,1209,1590,901,505,552,503
cds-C4N14_00675,265,321,283,121,343,149,289,147,145,839,981,1220,1274,2092,1179,537,601,575
cds-C4N14_00680,4448,5321,4220,3256,6474,3601,5948,3624,4549,7479,7591,9215,17200,19238,11341,5017,5270,7035
cds-C4N14_00685,1773,2630,2170,1289,3055,1840,2364,1479,2340,2026,2064,2778,3603,4848,3019,929,1178,1145
cds-C4N14_00690,68,109,116,45,128,54,94,72,56,351,342,464,643,832,674,151,147,156
cds-C4N14_00695,425,397,367,213,454,230,391,237,243,2749,2875,3718,3908,5354,3573,1042,1078,1012
cds-C4N14_00700,153,216,211,103,217,132,177,125,139,1754,2000,2597,1337,2084,1386,502,585,558
cds-C4N14_00705,194,191,168,129,217,114,198,117,129,1762,2000,2491,1872,2786,1716,618,824,806
cds-C4N14_00710,204,191,143,124,249,134,209,89,140,2265,2122,3017,2238,3223,2014,645,738,706
cds-C4N14_00715,215,240,210,107,267,135,220,99,154,1491,1682,2157,1875,2684,1813,579,671,600
cds-C4N14_00720,223,222,181,120,289,158,182,124,132,2181,2449,3276,2171,3259,2039,693,831,733
cds-C4N14_00725,70,128,97,65,120,67,128,59,53,1124,1372,1798,1018,1685,1300,422,496,424
cds-C4N14_00730,142,191,177,107,208,106,187,103,121,1920,2327,3126,2592,3753,2289,735,897,862
cds-C4N14_00735,105,117,87,57,123,58,91,61,63,1025,1117,1393,803,1383,814,258,327,369
cds-C4N14_00740,60,50,37,40,61,47,59,31,32,565,720,906,446,633,494,168,159,175
cds-C4N14_00745,366,334,281,196,409,183,330,179,209,2485,2477,3295,2203,3398,2269,668,823,716
cds-C4N14_00750,355,403,322,205,483,242,344,229,254,2731,2920,3737,2224,3364,2007,701,905,759
cds-C4N14_00755,174,224,213,115,204,137,203,127,114,1428,1759,2308,1828,2551,1583,610,700,599
cds-C4N14_00760,145,184,208,150,228,177,241,130,186,983,1111,1448,1253,1936,1131,458,477,426
cds-C4N14_00765,1507,1398,1364,832,1565,933,1494,777,1218,5497,5849,7561,5633,7472,4421,1698,1999,1551
cds-C4N14_00770,101,112,99,61,136,60,59,62,65,460,563,778,719,942,678,228,246,190
cds-C4N14_00775,509,475,312,184,495,161,300,196,183,3408,3216,4022,4476,5879,3598,1283,1473,1334
cds-C4N14_00780,1138,925,729,624,1228,589,914,505,531,4268,4173,5345,6428,8787,4790,2018,2036,1910
cds-C4N14_00785,2322,2079,2004,1333,2740,1916,2529,1359,2411,4402,4176,5695,7816,7699,4342,4361,4519,5431
cds-C4N14_00790,5115,6756,4805,3767,9061,5651,7486,5359,6733,3414,3381,4954,7116,9090,4946,7865,7127,7960
cds-C4N14_00795,64,104,91,45,125,90,91,70,61,65,79,102,164,192,143,101,117,98
cds-C4N14_00800,60,74,67,49,69,67,88,54,67,54,66,59,102,124,104,91,135,122
cds-C4N14_00805,63,50,60,65,85,75,106,60,96,69,71,90,106,137,65,84,68,101
cds-C4N14_00810,104,158,119,87,173,103,144,106,162,157,151,181,225,169,137,140,162,156
cds-C4N14_00815,302,421,343,276,469,290,429,260,368,856,736,969,593,628,454,546,514,522
cds-C4N14_00820,306,388,338,662,563,570,882,482,661,496,440,662,292,405,229,464,441,506
cds-C4N14_00825,96,166,135,78,164,116,171,111,85,456,364,475,397,557,385,244,300,230
cds-C4N14_00830,1879,1700,1501,1984,2470,1978,2915,1668,2252,1055,1257,1561,2238,2628,1596,1207,1263,1296
cds-C4N14_00835,612,611,545,437,582,298,681,332,394,443,427,587,983,1408,954,389,410,398
cds-C4N14_00840,7199,8353,6100,5108,10477,5137,8811,4719,5865,1251,1652,2118,4500,7174,4333,2776,2674,2974
cds-C4N14_00845,2249,4124,2783,1031,4592,2324,1918,2127,1773,2126,2313,3257,7080,7093,4818,3056,3859,3987
cds-C4N14_00850,1294,1367,1332,1467,1518,1283,2080,1035,1490,2497,2417,3142,2888,3194,1960,1752,1846,1771
cds-C4N14_00855,108,159,128,84,177,92,141,93,75,492,316,386,168,253,133,178,158,136
cds-C4N14_00860,2849,2978,2783,3358,3567,3009,4918,2622,3238,3300,2585,3211,2873,3717,2147,2180,2114,2386
cds-C4N14_00865,78,50,59,98,96,90,122,58,88,279,243,286,353,343,206,138,184,143
cds-C4N14_00870,81,111,112,83,124,86,110,80,88,305,234,353,346,455,257,186,203,186
cds-C4N14_00875,154,288,241,101,268,146,215,136,129,819,636,833,613,484,387,511,490,436
cds-C4N14_00880,97,193,131,57,201,95,121,99,71,440,358,404,290,289,234,173,189,182
cds-C4N14_00885,614,806,711,939,1036,767,1310,768,776,304,359,442,313,458,246,555,484,462
cds-C4N14_00890,1281,1837,1738,1641,1926,1588,2536,1443,1904,1228,1533,2057,2162,3361,2054,1399,1363,1307
cds-C4N14_00895,282,449,366,222,499,281,390,272,287,1239,1061,1560,944,1159,717,447,537,530
cds-C4N14_00900,369,677,493,329,784,551,602,386,539,1874,1482,2043,1907,1998,1242,880,838,896
cds-C4N14_00905,284,680,528,310,678,510,606,427,618,1126,916,1251,886,963,629,536,538,618
cds-C4N14_00910,333,843,702,383,889,525,728,512,656,1798,1742,2228,1240,1403,886,709,764,855
cds-C4N14_00915,258,463,386,218,490,288,324,264,314,3885,2856,3909,2207,2716,1569,877,1007,852
cds-C4N14_00920,421,564,431,280,538,326,524,275,399,1911,1657,2044,1005,1341,776,604,626,614
cds-C4N14_00925,974,1346,1122,689,1354,815,1158,750,1106,2745,2444,3302,1825,2080,1321,1016,1266,1296
cds-C4N14_00930,58,82,77,48,83,46,83,38,45,954,768,1220,379,495,367,199,234,165
cds-C4N14_00935,213,401,351,162,445,219,319,198,204,2009,1584,2274,1043,1330,801,472,563,497
cds-C4N14_00940,3068,2442,2794,4475,3181,3746,5651,3077,3973,1577,1921,2377,1310,1436,901,1558,1476,1447
cds-C4N14_00945,147,143,163,415,324,380,555,327,366,792,666,961,458,597,380,302,295,366
cds-C4N14_00950,241,327,230,129,353,121,232,136,121,2347,1979,2437,1347,1869,1179,562,577,533
cds-C4N14_00955,190,299,230,138,270,171,239,116,205,1131,1076,1446,656,713,513,408,375,375
cds-C4N14_00960,185,524,339,197,518,345,394,245,345,712,683,1058,638,585,403,353,318,339
cds-C4N14_00965,561,986,932,744,1080,847,1202,666,816,2930,2288,2854,2666,3311,1979,991,1022,1071
cds-C4N14_00970,576,744,647,543,760,542,807,418,675,2444,2105,2804,1461,1573,978,828,880,940
cds-C4N14_00975,112,128,162,138,213,137,229,124,115,946,741,1021,570,689,482,316,290,261
cds-C4N14_00980,178,241,184,108,246,144,244,122,137,2477,1761,2539,1946,2284,1440,846,1019,779
cds-C4N14_00985,22,47,31,22,53,37,59,30,39,457,480,612,342,389,246,168,184,147
cds-C4N14_00990,328,560,432,302,581,277,658,308,354,2186,2163,2772,1771,1909,1203,848,969,757
cds-C4N14_00995,299,352,294,235,507,460,371,256,260,3885,2764,3563,2296,2617,1627,970,1093,981
cds-C4N14_01000,475,721,535,358,774,381,674,379,429,2542,2335,3008,1983,2494,1457,1081,1188,992
cds-C4N14_01005,92,147,101,74,124,65,131,73,82,501,424,638,559,719,467,299,317,278
cds-C4N14_01010,406,569,456,339,640,348,549,303,389,2470,2086,2894,2926,3266,1819,1433,1493,1246
cds-C4N14_01015,136,251,172,69,247,124,155,126,94,841,639,1051,619,641,435,329,361,339
cds-C4N14_01020,628,907,769,391,897,467,704,474,563,3091,2493,3430,3169,3190,2053,1944,2113,1938
cds-C4N14_01025,43,77,56,27,73,25,57,40,22,256,241,269,334,388,230,141,196,157
cds-C4N14_01030,151,203,154,117,214,129,175,127,142,677,659,937,647,765,524,347,388,385
cds-C4N14_01035,302,341,222,181,444,236,362,225,220,879,687,975,1350,1334,767,676,617,606
cds-C4N14_01040,2160,2215,1988,2175,2896,1955,3275,1718,2256,2211,2259,2828,5319,5811,3445,2799,2713,2768
cds-C4N14_01045,358,417,315,466,559,407,670,421,449,412,399,505,833,775,518,479,450,560
cds-C4N14_01050,89,185,173,136,186,120,187,118,154,338,261,352,402,484,262,275,276,305
cds-C4N14_01055,36,58,44,34,54,43,47,41,48,104,87,165,146,165,100,91,73,65
cds-C4N14_01060,599,835,615,394,893,421,690,431,519,2823,2239,2469,2432,2565,1545,1103,1130,935
cds-C4N14_01065,104,227,177,93,256,117,159,137,183,705,522,557,632,716,405,298,306,287
cds-C4N14_01070,144,229,228,128,258,191,252,143,304,193,249,320,265,329,206,276,312,400
cds-C4N14_01075,189,160,184,200,219,182,247,136,230,351,296,332,234,290,176,174,161,207
cds-C4N14_01080,11,7,17,13,27,14,27,18,7,47,32,47,26,43,24,17,16,25
cds-C4N14_01085,134,109,112,120,156,104,182,86,125,250,227,292,125,269,168,153,139,161
cds-C4N14_01090,268,422,401,199,430,247,427,223,310,193,187,248,206,447,236,223,208,201
cds-C4N14_01095,66,48,45,91,102,80,127,66,95,12,28,40,29,58,33,46,27,43
cds-C4N14_01100,199,158,165,289,202,193,413,213,291,103,141,133,78,91,51,121,164,157
cds-C4N14_01105,152,153,174,214,245,212,292,157,187,9,59,64,60,55,28,93,99,82
cds-C4N14_01110,59,59,57,57,57,56,91,39,32,422,323,500,301,442,258,172,226,246
cds-C4N14_01115,478,384,444,976,704,932,1194,662,815,1223,1110,1281,1038,1457,810,750,794,739
cds-C4N14_01120,38,43,39,29,71,35,67,41,30,156,173,219,188,257,173,119,123,87
cds-C4N14_01125,132,173,139,128,194,113,180,115,164,285,236,333,326,569,282,213,296,256
cds-C4N14_01130,639,559,492,541,626,541,750,461,402,127,295,284,166,312,187,298,301,292
cds-C4N14_01135,11,13,12,19,23,15,26,8,8,18,14,24,28,59,33,37,10,30
cds-C4N14_01140,27,42,32,20,42,25,48,18,29,33,21,27,59,68,40,42,29,32
cds-C4N14_01145,891,663,879,1528,1036,1175,1789,949,1344,44,268,240,147,139,88,455,389,450
cds-C4N14_01150,87,64,95,150,120,160,211,127,164,15,38,40,39,33,41,91,71,57
cds-C4N14_01155,9,2,6,12,13,25,15,7,3,1,4,6,8,3,6,5,3,6
cds-C4N14_01160,77,59,62,103,61,98,140,95,65,6,27,28,28,47,50,28,45,50
cds-C4N14_01165,199,272,221,219,346,194,349,172,241,236,203,288,337,427,236,248,238,235
cds-C4N14_01170,522,857,749,579,1044,583,929,552,724,420,473,573,666,759,463,540,582,551
cds-C4N14_01175,292,467,375,211,508,235,391,222,302,2721,2353,3460,8252,6701,4336,1619,1728,1406
cds-C4N14_01180,696,732,584,427,860,512,718,406,462,4636,3841,5104,8757,8161,5059,2079,2229,1873
cds-C4N14_01185,476,548,573,321,611,369,637,332,361,1277,1416,2066,3579,3559,2046,881,972,862
cds-C4N14_01190,159,238,239,148,283,127,244,142,173,343,326,414,485,636,400,279,257,240
cds-C4N14_01195,151,185,157,165,260,179,275,154,162,1020,776,1004,921,1300,791,493,552,503
cds-C4N14_01200,78,92,91,55,104,52,84,41,75,338,249,319,367,445,254,222,217,192
cds-C4N14_01205,135,137,131,173,183,134,234,125,155,469,378,471,320,389,220,235,201,217
cds-C4N14_01210,138,228,221,138,240,137,216,144,181,819,565,773,567,690,440,313,317,336
cds-C4N14_01215,303,323,329,482,499,437,731,409,536,1049,896,1017,1030,1119,700,620,563,616
cds-C4N14_01220,38,42,45,26,62,43,51,32,46,109,80,91,67,99,52,54,75,72
cds-C4N14_01225,30,13,19,30,13,9,20,14,14,84,62,82,46,59,40,30,37,31
cds-C4N14_01230,64,81,74,62,83,80,121,67,89,205,179,205,107,180,97,69,99,93
cds-C4N14_01235,71,53,76,109,112,101,117,65,112,151,156,175,120,166,91,83,67,91
cds-C4N14_01240,78,132,66,62,117,78,138,55,92,229,161,221,308,287,178,156,238,178
cds-C4N14_01245,66,147,124,113,153,84,154,87,117,88,104,125,89,168,109,63,88,130
cds-C4N14_01250,50,55,67,45,71,53,61,51,55,392,263,351,170,324,143,98,128,131
cds-C4N14_01255,98,143,142,132,194,128,215,116,157,372,314,388,212,330,210,119,169,154
cds-C4N14_01260,6,14,21,4,10,13,9,5,16,41,22,42,14,29,19,8,12,20
cds-C4N14_01265,37,19,28,47,45,34,78,44,39,66,74,83,33,66,49,58,32,45
cds-C4N14_01270,8,9,7,6,19,7,13,11,10,59,72,101,44,58,33,23,32,13
cds-C4N14_01275,37,38,41,62,65,47,62,46,61,220,141,192,143,141,90,85,57,82
cds-C4N14_01280,387,422,421,417,534,395,693,394,479,427,372,504,289,424,216,316,331,279
cds-C4N14_01285,35,27,35,29,40,26,28,18,15,112,80,110,36,59,54,60,79,61
cds-C4N14_01290,1255,2151,1642,1257,2535,1390,2115,1500,1766,816,721,930,1232,1400,829,933,1013,1256
cds-C4N14_01295,76,95,86,187,249,615,228,145,140,161,70,94,104,110,42,81,57,83
cds-C4N14_01300,49,53,41,52,71,77,86,38,52,202,120,112,81,78,78,79,65,79
cds-C4N14_01305,24,14,21,28,26,17,27,15,19,16,13,17,13,22,7,19,17,23
cds-C4N14_01310,45,46,51,87,77,92,101,54,64,57,57,38,121,107,62,64,50,80
cds-C4N14_01315,12,9,0,4,6,14,5,4,9,20,4,13,8,27,12,7,5,4
cds-C4N14_01320,28,34,16,54,45,49,72,38,44,4,18,8,5,11,9,21,17,13
cds-C4N14_01325,178,146,154,233,235,224,337,174,246,46,88,76,75,107,55,109,108,92
cds-C4N14_01330,12,15,7,4,26,13,16,15,16,4,7,15,18,28,12,10,15,11
cds-C4N14_01335,116,82,98,195,201,160,278,172,208,33,45,30,76,57,43,81,86,115
cds-C4N14_01340,119,137,153,149,136,101,180,105,122,20,41,40,23,42,42,53,47,47
cds-C4N14_01345,8,2,5,9,10,8,5,2,5,7,11,15,16,15,17,11,9,11
cds-C4N14_01350,1,1,1,8,8,9,12,5,6,0,2,6,6,3,3,2,3,2
cds-C4N14_01355,73,59,87,244,197,167,307,165,260,26,40,43,82,65,37,103,82,92
cds-C4N14_01360,36,25,32,75,56,106,69,42,47,2,8,16,29,30,9,26,27,29
cds-C4N14_01365,980,810,845,864,844,713,1422,679,818,94,299,272,116,182,123,386,453,339
cds-C4N14_01380,202,345,266,185,384,173,313,161,198,98,164,176,149,219,133,177,163,159
cds-C4N14_01385,906,788,747,448,930,507,764,397,581,686,660,956,977,1108,603,621,793,687
cds-C4N14_01390,1102,1391,1193,913,1947,795,1372,819,1043,9426,6294,7780,7164,7106,3805,2576,2458,2248
cds-C4N14_01395,335,440,364,239,484,267,426,205,318,4157,2907,3710,2036,1649,1010,1064,1011,861
cds-C4N14_01470,290,271,331,347,367,323,487,251,332,408,304,377,458,578,372,223,249,291
cds-C4N14_01475,791,1023,795,534,1175,574,855,567,529,4590,3052,3884,1879,2585,1649,1296,1363,1277
cds-C4N14_01480,322,318,324,144,389,198,309,165,198,1143,690,914,551,571,345,423,429,390
cds-C4N14_01485,707,615,625,621,928,583,1052,528,665,817,684,895,1086,1124,671,646,631,566
cds-C4N14_01490,741,1315,749,386,1596,648,851,635,491,1885,1305,1747,3246,4054,2417,1133,1092,1079
cds-C4N14_01495,213,233,210,117,329,125,210,146,103,571,499,738,831,793,550,360,402,357
cds-C4N14_01500,845,1085,920,614,1071,671,1152,578,857,783,700,965,1164,1081,659,693,789,742
cds-C4N14_01505,33,49,46,33,48,33,37,46,34,222,161,186,81,101,76,46,59,64
