gene,H2O_30m_A,H2O_30m_B,H2O_30m_C,PNA79_30m_A,PNA79_30m_B,PNA79_30m_C,PNAscr_30m_A,PNAscr_30m_B,PNAscr_30m_C,H2O_16h_A,H2O_16h_B,H2O_16h_C,PNA79_16h_A,PNA79_16h_B,PNA79_16h_C,PNAscr_16h_A,PNAscr_16h_B,PNAscr_16h_C
cds-C4N14_00010,112.3237203,72.21190408,78.28576426,140.0683003,87.46109705,117.003617,121.4358792,114.7587992,105.9852857,144.2614023,124.8627381,125.1764639,81.23184525,79.97032737,72.27111606,103.6134132,92.69256822,107.0468549
cds-C4N14_00015,127.3372868,119.6882388,118.8965045,81.32998084,131.1916456,106.4203752,109.3677172,132.2643787,100.1268026,56.99215892,48.34230234,56.20981339,63.72498205,57.79845936,56.21086804,76.75067645,78.9727296,82.91883364
cds-C4N14_00020,999.7923218,1544.377241,1542.718842,1460.712275,1464.973376,1555.736535,1429.700055,1528.172258,1926.375772,243.5524291,257.2224108,259.9205555,425.3000634,400.04114,351.4723507,578.0721404,522.3577581,624.6099026
cds-C4N14_00025,4794.332257,4952.699322,4570.910061,3967.741208,4740.532526,3570.66817,3916.495668,4166.32793,3280.217964,2796.623048,2312.416548,2232.645815,5138.614487,5295.09689,4859.151577,2901.524437,2677.710942,2595.971189
cds-C4N14_00030,446.5145909,411.3285807,382.6216728,327.9018275,388.9902824,334.5480304,328.1031517,431.1559405,370.6822054,50.3133903,64.11171647,58.60172034,158.2620433,238.394957,224.5346213,126.2897494,109.0894485,166.5173298
cds-C4N14_00035,21.68626282,23.13972617,18.59286901,14.20047285,16.92795427,10.58324174,24.51345387,26.58254671,14.37991314,10.01815294,9.565054473,9.96627897,14.2389154,29.1834844,32.73819787,19.53653582,17.73540114,23.78818998
cds-C4N14_00040,20.01808876,10.77194149,18.59286901,20.65523323,9.87463999,13.52303111,15.8394625,14.91216035,11.71696626,5.78826614,11.89168934,13.35481382,7.00274528,15.91826422,5.868167543,10.11713462,15.05835946,17.67122684
cds-C4N14_00045,16.12568261,21.14492219,16.14643888,40.66499042,26.09726283,76.43452365,29.03901458,37.60457827,26.62946878,14.24803973,20.42268387,22.32446489,15.8728893,23.68789318,19.14875725,20.58313596,21.75096366,22.76869612
cds-C4N14_00050,35.58771335,47.07737393,44.0357424,37.43761023,49.37319995,41.74500907,33.94170535,35.65951388,52.19375881,77.47371603,97.46014963,93.28437116,78.89759683,88.11896262,91.72872423,84.77461081,82.98829212,86.99680906
cds-C4N14_00055,41.70435158,39.8960796,29.3571616,41.9559425,28.21325711,35.86543033,30.17040476,25.28583711,28.75982628,88.60499707,71.35013607,78.93292944,105.5080289,94.37256642,106.5535685,89.30987806,82.3190317,79.86035207
cds-C4N14_00060,57.83003419,102.5329246,122.3215067,94.88497765,83.22910848,100.5407965,80.32870267,93.36309087,94.26831948,250.0085721,222.5814027,212.6803932,228.9897707,195.7567492,191.4875725,176.1776891,184.3812458,161.4198606
cds-C4N14_00065,38.36800345,36.70439323,34.25002186,38.7285623,38.0878971,24.69423072,27.53049434,35.01115908,25.03170065,115.7653228,110.3858989,110.0277198,133.0521603,117.8709565,113.9659907,81.63481041,86.66922444,66.60693194
cds-C4N14_00070,303.0516215,378.2148346,323.4180636,242.0535144,297.2971968,219.3082871,246.6430589,303.4300453,215.1661078,325.256032,291.3463889,301.5796016,342.4342442,392.8400205,360.7378784,238.6248304,255.9921108,274.5836786
cds-C4N14_00075,30.02713314,23.13972617,27.88930352,21.30070927,23.62860283,24.10627284,27.15336428,16.85722474,12.78214501,20.03630587,26.62704353,21.52716257,20.07453647,15.53925793,13.2805897,26.51387005,20.74707303,17.67122684
cds-C4N14_00085,175.1582766,108.1183757,132.1072272,343.3932524,141.771617,278.1040745,218.7354345,208.1218901,202.3839627,24.93406953,36.45061299,22.92244163,26.37700722,17.43428938,21.31071371,66.28467512,55.8832451,63.88828165
cds-C4N14_00090,24.46655293,19.9480398,17.61429696,30.98284984,30.68191711,38.21726182,30.54753482,35.01115908,31.42277316,23.5983158,14.99386917,16.74334867,17.04001352,18.19230196,22.23726648,24.07180307,16.73151051,21.40937098
cds-C4N14_00095,7.228754274,6.782333532,3.914288213,6.454760384,7.053314278,4.703662994,8.296861309,2.593419191,3.195536254,1.558379345,1.292574929,1.195953476,3.50137264,3.411056618,2.161956463,3.488667112,3.346302102,2.038987712
cds-C4N14_00100,228.5398467,156.392632,219.689426,444.0875144,226.764054,337.4878198,382.7870104,350.7599456,349.3786304,41.40836546,67.47241128,58.60172034,73.76225029,114.649403,113.3482889,118.6146818,137.5330164,137.6316706
cds-C4N14_00105,49.48916387,57.05139383,54.31074896,34.21023004,51.84185995,57.61987167,46.00986726,72.61573735,50.06340131,81.03572596,48.60081732,48.63544137,66.99292985,61.58852226,59.6082282,42.56173876,47.51748985,55.05266823
cds-C4N14_00110,231.8761948,189.9053389,200.1179849,170.4056741,183.3861712,181.0910253,204.4044922,191.9130201,205.0469096,603.0928067,599.496252,566.8819478,346.4024665,353.9918757,340.6625684,313.6311733,311.8753559,285.4582797
cds-C4N14_00115,10.00904438,15.95843184,10.27500656,19.36428115,13.40129713,8.231410239,6.788341071,15.56051515,3.195536254,69.6818193,57.13181185,58.40239476,29.87837986,25.96193092,32.73819787,23.37406965,25.76652618,12.57375756
cds-C4N14_00120,61.72244034,36.30543244,51.86431882,94.88497765,51.13652852,78.78635514,75.80314196,66.78054417,82.01876385,152.2759246,104.6985692,109.4297431,65.59238079,64.99957888,70.41801052,63.49374143,58.22565657,67.28659451
cds-C4N14_00125,234.1004269,199.0814372,222.1358561,175.5694824,229.5853798,189.9103934,174.6112175,171.1656666,181.0803877,448.5906259,379.2414841,374.5327637,752.0948431,608.3050968,560.5644258,428.4083213,403.2294033,342.889767
cds-C4N14_00130,108.9873721,86.57449273,106.6643538,269.163508,134.365637,233.4192761,196.1076309,183.4844078,217.8290546,34.95222246,43.17200262,43.85162747,62.79128268,48.70230838,45.70993665,78.1461433,67.59530246,72.72389507
cds-C4N14_00135,26.69078501,11.96882388,12.23215067,32.27380192,12.34329999,22.93035709,17.7251128,20.74735353,17.5754494,8.45977359,9.823569459,13.95279056,6.302470752,4.358572345,3.397360157,10.46600133,8.365755254,11.89409499
cds-C4N14_00140,235.2125429,158.387436,208.9251334,762.3072014,328.3317797,529.1620868,526.096433,549.1565137,526.1983031,35.62009932,71.86716604,49.23341811,68.62690375,62.1570317,59.29937728,142.3376182,126.8248497,154.6232349
cds-C4N14_00145,56.16186013,51.46594268,50.88574677,74.87522046,55.36851708,75.2586079,72.40897142,62.89041538,42.07456067,26.93770011,27.40258849,32.49006944,39.68222326,38.27963538,44.16568203,38.72420494,37.14395333,49.27553638
cds-C4N14_00150,43.37252564,48.67321711,51.3750328,80.03902876,52.54719137,62.91149254,78.06592231,65.48383457,45.8026863,102.6304112,81.6907355,64.7808133,90.8022638,93.23554755,93.58182977,68.7267421,60.90269825,63.54845037
cds-C4N14_00155,121.2206486,91.76098308,160.9751028,1014.042856,343.1437396,771.9886888,788.9560844,777.3774025,831.9046047,32.94859188,61.78508159,50.23004601,38.51509904,44.91224547,44.78338388,184.2016235,127.4941101,207.2970841
cds-C4N14_00160,55.04974408,72.21190408,69.47861578,76.16617253,75.82312849,82.90206026,78.06592231,80.39599492,76.16028071,49.86813905,49.37636228,49.03409253,98.03843392,121.6610194,92.34642607,70.81994236,66.92604204,72.0442325
cds-C4N14_00165,406.4784134,351.0855005,365.4966619,513.7989266,360.4243596,440.3804478,453.6874616,367.6171703,471.3415974,2901.034464,1665.870568,1670.14903,465.6825611,364.2250455,344.6776304,605.9814773,597.9841856,496.1536767
cds-C4N14_00170,10.00904438,7.97921592,6.360718346,6.454760384,5.642651423,5.291620868,6.788341071,7.780257573,5.858483132,118.2142046,80.13964558,81.92281313,31.7457786,21.41385543,26.56117941,36.63100467,41.15951585,27.8661654
cds-C4N14_00175,21.68626282,13.96362786,15.16786683,12.90952077,13.75396284,18.2266941,17.7251128,13.61545075,11.18437689,119.5499584,87.63658017,82.52078987,19.37426194,19.32932083,25.01692479,39.77080507,45.17507837,39.76026039
cds-C4N14_00180,15.01356657,20.74596139,17.12501093,12.90952077,15.86995713,20.5785256,15.08520238,13.61545075,11.71696626,74.80220858,58.42438678,69.96327837,14.70576509,10.422673,18.22220448,35.23553783,36.1400627,29.22549054
cds-C4N14_00185,63.94667242,47.07737393,43.05717034,66.48403196,57.48451137,61.14761892,71.27758124,58.3519318,36.74866692,12.46703476,13.18426427,11.76020918,27.07728175,44.72274232,34.90015434,25.81613663,27.77430744,18.6907207
cds-C4N14_00190,295.2668092,304.4070873,307.2716247,299.5008818,321.9837968,358.0663454,302.8354378,347.5181716,393.5835486,170.9764768,156.9185964,145.9063241,182.0713773,214.8965669,189.0167651,232.3452296,219.5174179,291.2354116
cds-C4N14_00195,22.79837886,21.54388298,19.57144107,16.13690096,20.10194569,17.63873623,15.8394625,28.5276111,16.51027064,73.46645486,48.34230234,46.24353442,24.0427588,16.10776736,25.63462664,18.48993569,15.05835946,15.97207041
cds-C4N14_00200,25.57866897,31.11894209,30.33573365,40.66499042,25.3919314,22.93035709,33.18744523,29.8243207,26.62946878,227.5233844,145.802452,147.7002543,73.52882544,64.62057259,69.18260682,51.28340654,49.52527111,39.76026039
cds-C4N14_00205,22.79837886,23.53868696,31.80359173,16.13690096,29.27125425,27.63402009,21.87354345,23.34077272,18.64062815,148.0460378,110.3858989,96.67290601,26.61043207,44.53323918,31.8116451,36.63100467,28.44356787,34.32295982
cds-C4N14_00210,77.84812295,76.60047283,80.24290837,80.03902876,68.06448278,75.84656577,89.3798241,65.48383457,79.35581697,235.5379068,173.7220704,159.6597891,63.72498205,66.70510719,78.44813452,66.98240854,71.27623477,71.36456993
cds-C4N14_00215,92.30563149,59.4451586,64.09646949,101.339738,69.82781135,84.07797601,73.16323154,79.09928532,84.68171072,253.1253308,169.0688007,174.0112308,76.09649871,72.76920785,71.03571236,81.63481041,68.26456288,71.70440122
cds-C4N14_00220,428.7207342,232.1951833,374.7930964,859.7740832,353.7237111,632.6426726,658.8462139,597.1347687,613.0103713,24.93406953,72.90122598,48.63544137,24.74303332,23.68789318,30.88509233,135.0114172,107.4162975,148.846103
cds-C4N14_00225,309.1682597,303.210205,250.0251596,199.4520959,318.4571397,383.348534,166.6914863,300.1882714,281.7397797,50.75864154,55.83923692,63.78418541,132.5853106,101.1946797,89.56676776,125.9408827,119.7976152,150.2054281
cds-C4N14_00230,37.25588741,24.73556935,34.25002186,90.36664538,46.90453995,65.85128191,62.22645981,68.07725376,60.71518882,84.15248465,72.90122598,67.17272026,38.51509904,34.11056618,40.45947096,61.40054116,47.85212006,51.65435538
cds-C4N14_00235,510.4612633,295.230989,441.335996,946.2678723,412.971551,735.5353006,751.9973386,643.8163142,691.3010096,238.2094142,279.7132146,240.3866488,153.8269713,134.9262395,134.0413007,223.6235618,178.0232718,238.5615623
cds-C4N14_00240,85.63293524,50.2690603,71.43575989,94.23950161,67.00648564,85.25389176,90.51121428,92.71473608,102.2571601,76.13796231,67.73092627,72.95316206,61.62415847,53.43988701,57.44627174,52.33000667,60.90269825,68.30608836
cds-C4N14_00245,38.92406147,45.08256995,45.01431445,81.32998084,42.31988567,63.49945041,58.83228928,52.51673862,67.10626133,88.82762269,64.11171647,51.02734833,46.21811885,40.55367312,38.91521634,41.16627192,43.83655753,53.35351181
cds-C4N14_00250,4.448464168,15.16051025,14.6785808,18.71880511,17.98595141,14.11098898,11.31390178,8.428612371,10.65178751,38.73685802,31.53882826,33.08804618,27.54413144,24.25640262,26.56117941,14.30353516,13.71983862,17.33139556
cds-C4N14_00255,136.7902732,105.7246109,114.9822163,149.7504409,109.679037,170.5077835,124.0757896,135.5061527,181.6129771,208.8228323,140.1151223,145.3083474,153.3601216,141.3693465,124.775773,103.9622799,96.70813074,97.87141019
cds-C4N14_00260,66.1709045,73.40878646,67.52147168,76.81164857,71.23847421,78.78635514,88.62556398,65.48383457,91.07278323,34.50697122,43.17200262,33.68602292,73.52882544,79.02281164,81.22779283,51.98113996,45.50970858,51.31452409
cds-C4N14_00265,220.7550344,248.9515367,235.3465788,361.4665815,260.6199626,268.1087906,343.1883541,279.4409178,337.6616641,320.1356427,302.7210483,267.295602,320.0254593,261.1353344,272.0976634,263.0455002,220.5213085,203.2191087
cds-C4N14_00270,549.9413828,519.8459172,546.5324918,726.1605432,516.6552709,638.5222514,678.8341071,654.8383457,611.9451926,296.3147013,287.7271791,286.231532,292.7147527,338.831624,310.086327,384.4511157,349.6885696,392.1653033
cds-C4N14_00275,189.0597272,176.7396326,183.48226,157.4961534,157.6415741,200.4936351,151.983414,187.3745365,187.4714602,273.3842623,241.4529967,239.1906953,241.828137,141.5588496,177.8981318,257.8124995,278.7469651,308.2269759
cds-C4N14_00280,397.025427,477.5560728,424.7002711,370.5032461,422.4935253,418.6260064,403.1520336,398.0898458,378.1384567,380.4671859,375.3637593,394.0666705,401.0238797,498.2037693,470.3799562,407.4763186,378.1321375,438.7221894
cds-C4N14_00285,266.9078501,298.0237146,292.5930439,349.2025368,319.8678025,325.1407044,334.8914928,339.737914,354.7045242,26.04719763,43.94754758,40.6624182,65.35895595,117.4919502,115.2013944,63.84260814,76.29568792,93.1137722
cds-C4N14_00290,24.46655293,25.13453015,18.59286901,20.00975719,20.80727712,21.75444135,20.36502321,29.1759659,13.84732377,6.233517382,7.496934587,12.15886034,10.03726824,13.07571703,13.2805897,11.16373476,5.688713573,11.89409499
cds-C4N14_00295,139.0145053,69.8181393,126.7250809,342.1023004,154.4675827,280.455906,276.8134637,255.4517903,258.3058472,24.93406953,52.73705709,37.47320893,34.78030156,42.06969829,47.56304219,72.21540921,54.54472426,80.20018335
cds-C4N14_00300,333.0787546,298.0237146,264.2144544,238.1806582,275.7845883,271.6365379,259.4654809,257.3968547,194.3951221,41.63099109,64.37023145,70.56125511,65.12553111,101.0051765,98.21459362,77.09954316,69.93771393,83.93832749
cds-C4N14_00305,1419.06007,1046.075207,1462.475934,2341.787067,1185.66213,1832.664694,1799.664644,1698.041215,1798.554321,565.914328,646.8044943,581.2333895,351.3043882,453.6705302,433.3178454,570.048206,486.5523256,574.9945349
cds-C4N14_00310,2257.595565,1589.459811,1482.536661,1283.206364,1848.321007,1089.485941,1365.587945,1488.622616,1064.113572,5692.982375,5505.335137,5107.119995,4312.290544,5133.0717,4608.364627,2556.495259,2505.376384,2400.908031
cds-C4N14_00315,501.008277,350.2875789,357.6680855,337.5839681,377.3523139,340.4276092,292.2757961,304.0784001,323.8143404,3112.974055,3345.183916,3256.581316,2272.624268,2749.501137,2611.952259,1327.088969,1465.01106,1376.996368
cds-C4N14_00320,210.189932,121.284082,119.3857905,75.52069649,145.6509398,75.2586079,92.01973451,99.19828405,58.58483132,632.4793886,818.1999299,759.0318063,694.438907,784.5430221,781.0839851,414.4536528,430.6690805,403.7195671
cds-C4N14_00325,1059.29053,673.8447844,829.8291012,609.9748563,722.2593821,695.5541652,529.4906035,571.8489316,590.1090282,1306.812394,1312.739098,1426.772497,1486.215973,1502.759943,1666.559582,1173.23875,1268.248497,1123.142398
cds-C4N14_00330,55.04974408,73.00982567,63.11789744,64.54760384,79.34978563,76.43452365,72.40897142,67.42889896,83.61653197,36.95585305,37.48467293,42.25702283,28.47783081,33.54205674,29.95853956,39.77080507,40.82488564,42.13907939
cds-C4N14_00335,156.2523039,156.7915928,131.1286551,116.831163,136.1289656,111.1240382,136.5210815,123.8357664,115.0393051,263.8113606,231.8879422,217.6635327,423.8995143,423.1605237,384.8282505,248.0442316,233.2372565,237.2022372
cds-C4N14_00340,192.3960753,149.6102985,165.867963,308.5375464,229.232714,285.7475269,282.4704146,265.8254671,306.7714804,285.1834202,267.5630103,275.4679507,422.9658149,315.7122403,321.5138112,338.0518431,342.326705,390.1263156
cds-C4N14_00345,122.3327646,91.76098308,79.26433632,93.59402557,87.10843134,91.72142838,90.13408422,73.91244694,92.13796198,118.2142046,107.0252041,102.851999,276.8418634,257.5347746,190.2521688,151.7570194,163.968803,122.679094
cds-C4N14_00350,41.14829356,18.75115741,19.57144107,26.46451758,28.56592283,17.63873623,18.47937291,27.23090151,15.44509189,23.37569018,26.36852855,29.10153459,27.07728175,29.1834844,24.70807387,25.1184032,27.77430744,27.52633412
cds-C4N14_00355,36.14377137,35.50751084,29.3571616,27.10999361,36.67723425,36.4533882,36.58161577,22.04406312,20.23839627,24.26619266,25.07595362,29.89883691,39.9156481,30.32050327,40.76832188,43.95720561,37.47858354,44.85772967
cds-C4N14_00360,294.7107512,292.0393027,302.3787645,355.0118211,305.0558425,353.3626824,322.0690708,370.8589443,409.0286405,189.4544033,180.96049,179.3930215,156.1612198,165.2467428,186.2371068,224.3212953,208.4746209,209.3360718
cds-C4N14_00365,354.2089594,413.3233847,414.9145506,285.945885,381.5843025,343.3673985,322.8233309,329.3642373,314.760321,206.1513248,240.4189367,221.2513931,156.1612198,212.0540197,220.8284102,239.3225639,247.2917253,257.5921143
cds-C4N14_00370,71.17542669,54.25866826,71.43575989,58.7383195,64.18515993,63.49945041,55.8152488,37.60457827,62.31295695,65.22930689,65.92132137,58.40239476,56.25538709,55.52442161,50.3427005,63.49374143,57.22176594,69.32558222
cds-C4N14_00375,365.3301198,283.2621652,304.8251946,607.3929521,365.0090139,505.6437718,475.1838749,461.628616,484.1237424,259.1362226,223.6154627,207.099277,177.8697301,200.1153216,179.7512374,228.5076958,196.0933032,238.5615623
cds-C4N14_00380,41.70435158,45.88049154,41.58931226,44.53784665,37.38256567,48.21254568,36.58161577,37.60457827,45.27009693,15.80641908,20.68119886,24.51704627,8.169869494,11.55969187,11.42748416,27.90933689,25.43189597,26.16700898
cds-C4N14_00440,25.57866897,31.51790288,33.27144981,18.71880511,30.68191711,24.69423072,20.74215327,27.8792563,29.82500503,41.18573984,36.96764296,45.4462321,104.1074798,96.64660417,112.4217361,45.70153916,42.8326669,33.98312854
cds-C4N14_00445,144.5750855,157.9884752,146.785808,139.4228243,157.2889084,147.5774264,161.0345354,138.0995719,176.8196727,139.8088898,158.4696863,150.690138,251.1651307,190.261158,186.2371068,154.1990863,161.6263915,124.7180817
cds-C4N14_00450,73.39965878,73.00982567,67.52147168,61.96569969,60.65850279,58.79578742,77.68879225,68.07725376,64.97590383,420.0945464,290.053814,315.133741,397.5225071,308.1321145,291.8641225,155.2456865,154.9337873,121.3197689
cds-C4N14_00455,105.651024,63.83372736,90.0286289,195.5792396,83.5817742,130.5266481,153.4919342,105.681832,136.8754695,105.5245442,86.86103521,76.14237133,102.4735059,82.62337141,71.34456329,68.7267421,56.55250552,48.9357051
cds-C4N14_00460,284.1456488,177.5375542,233.8787207,447.9603707,202.7827855,316.3213363,357.1421663,296.9464974,315.2929104,572.8157223,479.0282686,498.1146229,695.1391815,552.5911721,575.0804192,301.7697051,304.8481215,283.7591233
cds-C4N14_00465,41.14829356,32.71478527,35.71787994,28.40094569,38.79322853,24.69423072,32.05605506,33.06609468,36.74866692,197.9141769,181.47752,203.1127654,390.0529121,252.4181897,272.0976634,133.9648171,119.1283548,125.7375756
cds-C4N14_00470,136.2342152,88.56929671,114.4929302,167.82377,96.63040561,151.6931315,143.6865527,123.1874116,152.8531508,206.8192017,192.8521794,184.5754865,119.5135195,105.9322583,123.8492203,125.2431493,131.8443028,115.8824683
cds-C4N14_00475,26.13472699,21.94284378,22.50715723,38.08308627,23.27593712,27.63402009,30.92466488,18.80228913,33.02054129,20.48155711,23.26634872,19.93255794,28.01098112,30.69950956,42.93027834,27.90933689,23.42411471,31.94414083
cds-C4N14_00480,3.892406147,0,1.957144107,5.163808307,4.937319995,2.351831497,3.017040476,2.593419191,3.195536254,2.226256208,0.258514986,2.391906953,4.901921696,2.842547181,3.088509233,3.1398004,2.007781261,1.699156427
cds-C4N14_00485,7.784812295,7.181294328,3.425002186,7.745712461,8.816642848,8.819368113,8.673991368,9.725321966,10.65178751,3.339384312,4.653269744,3.587860429,4.435072011,6.63261009,4.941614773,9.07053449,9.035015675,3.738144139
cds-C4N14_00490,13.34539251,8.777137512,11.74286464,29.69189777,16.92795427,34.1015567,25.26771399,27.8792563,23.9665219,11.57653228,12.40871932,11.16223245,20.774811,9.664660417,18.5310554,17.44333556,23.42411471,16.3119017
cds-C4N14_00495,134.5660411,86.17553194,130.6393691,486.0434569,210.1887655,405.6909332,400.8892532,406.5184582,395.7139061,10.01815294,28.43664843,16.94267425,30.81207923,39.03764796,28.10543402,91.75194503,92.35793801,98.21124148
cds-C4N14_00500,26.13472699,35.90647164,34.73930789,20.65523323,26.44992854,44.09684057,20.74215327,25.93419191,21.8361644,4.897763657,8.53099453,11.95953476,11.67124213,15.91826422,12.04518601,20.58313596,13.0505782,17.67122684
cds-C4N14_00505,1052.061776,1581.480595,1361.683012,1126.355687,1421.595493,1096.541435,1269.79691,1244.841212,947.4764992,451.4847589,498.1583775,544.7568085,782.6734975,921.7432994,875.9012185,908.7977826,932.6143958,901.9122314
cds-C4N14_00510,42.81646762,33.91166766,34.73930789,34.21023004,31.38724854,41.74500907,32.81031517,25.28583711,30.35759441,24.48881829,33.34843316,29.30086017,44.11729527,58.55647194,58.99052635,55.46980707,45.50970858,47.57637996
cds-C4N14_00515,321.9575942,245.7598503,275.468033,406.6499042,278.2532483,350.422893,337.5314032,332.6060112,323.8143404,404.2881273,455.2448899,441.9048095,825.8570934,1086.611036,1069.859598,565.1640721,610.0308732,562.080946
cds-C4N14_00520,27.80290105,25.93245174,22.0178712,14.20047285,19.74927998,23.51831497,26.77623422,29.8243207,34.61830942,122.2214658,108.834809,114.6122082,203.313038,170.5528309,151.0281015,95.58947886,93.02719843,92.09427834
cds-C4N14_00525,18.90597272,13.96362786,15.65715285,18.71880511,15.51729141,11.17119961,26.0219741,19.45064393,17.5754494,149.8270428,120.7264983,140.5245335,143.5562782,131.3256798,125.7023258,90.35647819,91.35404738,108.7460113
cds-C4N14_00530,12.78933448,12.76674547,11.25357861,11.61856869,8.816642848,12.34711536,14.33094226,11.67038636,19.17321752,113.9843178,119.9509534,135.7407196,203.313038,199.357309,179.7512374,94.54287872,96.03887032,92.09427834
cds-C4N14_00535,74.51177482,39.8960796,52.84289088,63.25665176,56.07384851,52.3282508,67.88341071,66.13218937,69.23661883,300.9898393,323.6607622,298.1910668,299.4840732,318.3652843,268.7003033,241.0668974,222.86372,221.5699981
cds-C4N14_00540,163.4810582,122.8799252,137.9786595,178.1513866,163.2842255,200.4936351,176.4968678,212.6603737,233.8067359,439.4629754,487.5592631,500.3072043,609.7056891,554.6757067,527.517377,533.4172014,582.2565657,583.1504857
cds-C4N14_00545,36.14377137,21.94284378,24.46430133,25.1735655,23.62860283,17.05077835,24.13632381,29.1759659,22.36875378,31.39021253,33.86546313,33.08804618,228.2894961,193.4827115,178.8246846,72.56427592,94.36571927,81.21967721
cds-C4N14_00550,34.4755973,33.51270686,41.10002624,43.24689457,31.73991425,27.63402009,34.69596547,18.15393434,35.15089879,5.78826614,8.272479544,6.777069699,19.1408371,17.43428938,20.07531002,16.39673542,17.40077093,13.59325142
cds-C4N14_00555,12.78933448,11.96882388,12.23215067,9.682140576,13.40129713,18.81465197,18.47937291,12.96709595,12.24955564,9.127650452,9.565054473,9.368302232,24.50960848,21.79286172,24.09037202,17.44333556,19.7431824,23.78818998
cds-C4N14_00560,135.6781571,165.1697695,163.4215329,109.0854505,142.8296141,99.95283861,131.2412607,135.5061527,112.3763583,60.99942009,70.31607612,75.34506901,199.1113908,241.048001,211.5628825,113.3816811,117.789834,123.6985879
cds-C4N14_00565,154.0280718,126.4705723,107.6429259,108.4399745,125.9016599,97.01304924,103.7107664,117.3522184,113.9741264,138.9183874,130.8085828,136.936673,220.3530515,194.0512209,176.9715791,139.5466845,147.5719227,168.8961488
cds-C4N14_00570,21.1302048,25.53349094,31.3143057,29.04642173,19.74927998,22.34239922,27.15336428,28.5276111,13.84732377,22.03993646,24.04189367,21.12851142,32.67947797,27.66745923,34.59130341,19.18766911,20.74707303,20.72970841
cds-C4N14_00575,55.04974408,44.68360915,48.43931664,63.9021278,44.43587995,54.6800823,49.78116785,60.29699619,47.93304381,68.34606558,82.98331043,89.49718515,77.26362293,96.45710102,81.84549468,49.53907298,59.2295472,58.1111498
cds-C4N14_00580,120.1085325,95.35163024,100.3036355,140.7137764,105.7997142,126.9989008,140.6695122,136.1545075,160.3094021,42.29886795,134.9448226,93.08504558,35.71400093,51.92386185,45.0922348,89.30987806,92.35793801,100.2502292
cds-C4N14_00585,196.2884814,234.588948,225.0715723,187.8335272,251.450654,253.4098438,171.217047,229.5175984,242.3281659,441.466606,372.2615795,389.6815077,444.6743253,420.1284734,419.4195539,266.883034,279.7508557,315.0236016
cds-C4N14_00590,81.74052909,70.2171001,60.6714673,70.35688819,54.31051994,76.43452365,74.67175178,59.64864139,58.58483132,125.3382245,130.8085828,124.5784871,75.39622419,68.03162921,73.81537067,90.00761148,113.7742715,90.39512192
cds-C4N14_00595,39.48011949,31.51790288,44.0357424,34.21023004,26.80259426,34.68951458,23.75919375,23.98912752,23.43393253,52.76227212,45.49863749,45.64555768,32.67947797,38.84814481,40.15062003,24.07180307,26.4357866,33.30346597
cds-C4N14_00600,26.69078501,22.34180458,18.59286901,18.71880511,21.86527426,15.28690473,24.51345387,29.1759659,23.43393253,71.68544989,62.04359658,63.18620867,42.95017105,36.00559763,38.91521634,33.49120427,41.15951585,28.54582797
cds-C4N14_00605,67.28302055,43.88568756,63.60718346,53.57451119,48.31520281,68.20311341,44.12421696,48.62660983,53.25893756,90.38600204,74.71083088,93.48369674,102.7069308,78.07529592,95.43493531,89.30987806,102.0622141,81.21967721
cds-C4N14_00610,152.3598978,113.3048661,118.4072184,123.9313994,122.7276684,106.4203752,127.8470902,105.0334772,99.06162387,112.2033129,105.9911442,99.86211528,203.5464628,187.4186108,179.4423864,128.034083,142.5524695,119.6206125
cds-C4N14_00615,22.24232084,16.35739264,16.14643888,28.40094569,13.40129713,25.28218859,18.10224286,22.04406312,23.9665219,18.03267528,15.51089915,15.74672077,15.8728893,13.45472333,14.20714247,23.72293636,16.06225009,14.61274527
cds-C4N14_00620,25.02261095,23.93764776,25.93215941,25.1735655,19.39661427,27.04606221,31.30179494,25.28583711,17.5754494,49.42288781,41.10388273,52.82127854,37.34797483,36.38460392,57.75512266,53.37660681,56.55250552,38.06110396
cds-C4N14_00625,31.13924918,10.77194149,23.48572928,43.24689457,25.03926569,28.80993584,29.41614464,33.06609468,30.89018379,18.2553009,19.38862393,20.13188352,17.27343836,15.72876107,21.92841556,20.23426925,17.40077093,9.855107276
cds-C4N14_00630,62.27849836,55.45555064,67.03218565,72.93879234,56.77917994,64.08740829,65.62063035,69.37396336,64.44331445,91.0538789,205.0023837,69.96327837,127.2165393,141.1798433,140.2183192,98.72927926,99.05054221,82.23917107
cds-C4N14_00635,1142.699233,1594.247341,1485.961663,1050.189515,1494.597296,1575.727103,1081.986141,1457.501585,1671.79805,481.5392177,529.1801758,538.37839,537.110563,548.8011092,580.6397358,628.3089468,641.8207431,730.9770949
cds-fscp1,2356.573893,6320.735891,7827.597854,5897.714563,4603.698229,4731.884972,5788.569283,4843.210339,7222.444523,108.4186773,214.0504082,244.9711371,257.9344512,281.7911773,373.0919154,579.8164739,597.6495554,701.4117731
cds-C4N14_00640,1699.86937,1778.168268,1445.840209,926.2581151,1570.77309,807.2661613,1012.97134,1245.489566,813.7965659,787.4268207,703.6777912,680.0988769,1165.723664,1344.71432,1379.328224,781.461433,757.6027958,666.4091507
